344938859;41.18519;-8.696809;-0.151788;0.7188171
1238436648;41.18159;-8.692098;-0.1517057;0.7187544
418721519;41.17996;-8.690439;-0.1516768;0.7187259
418721518;41.18002;-8.690431;-0.1516766;0.7187269
418721520;41.17991;-8.690537;-0.1516785;0.718725
1238436638;41.18582;-8.696228;-0.1517778;0.7188282
1238512279;41.18585;-8.696241;-0.151778;0.7188287
1238527915;41.18578;-8.696486;-0.1517823;0.7188274
301109793;41.18454;-8.696363;-0.1517802;0.7188058
301109781;41.18347;-8.695326;-0.1517621;0.7187872
344938863;41.18563;-8.696629;-0.1517848;0.7188249
301111297;41.17738;-8.691916;-0.1517025;0.7186808
344938862;41.18556;-8.696685;-0.1517858;0.7188237
344938861;41.18536;-8.696804;-0.1517879;0.7188202
672224612;41.18475;-8.69655;-0.1517834;0.7188095
301111041;41.18506;-8.696782;-0.1517875;0.718815
301111036;41.17833;-8.690375;-0.1516757;0.7186974
301111038;41.17996;-8.691957;-0.1517033;0.7187259
301111037;41.17983;-8.691826;-0.151701;0.7187236
301111039;41.18064;-8.692591;-0.1517143;0.7187378
418721521;41.17994;-8.69064;-0.1516803;0.7187256
418721517;41.18007;-8.690473;-0.1516774;0.7187277
418721515;41.18003;-8.690654;-0.1516805;0.7187272
301111059;41.18508;-8.695377;-0.151763;0.7188153
301111061;41.18586;-8.696097;-0.1517755;0.7188289
672226018;41.18496;-8.696733;-0.1517866;0.7188131
114302590;41.18063;-8.682639;-0.1515406;0.7187376
301110453;41.18206;-8.685894;-0.1515975;0.7187626
301110693;41.18213;-8.684912;-0.1515803;0.7187638
114302622;41.18;-8.68954;-0.1516611;0.7187266
114302571;41.18047;-8.682498;-0.1515382;0.7187349
114302559;41.18067;-8.682531;-0.1515388;0.7187383
1243852815;41.18567;-8.696108;-0.1517757;0.7188255
1243852976;41.18551;-8.695937;-0.1517727;0.7188227
1243853017;41.18524;-8.695527;-0.1517656;0.7188181
122509808;41.17845;-8.689364;-0.151658;0.7186996
1108123783;41.18559;-8.694363;-0.1517453;0.7188241
1108123661;41.18186;-8.688799;-0.1516481;0.718759
1108123755;41.17859;-8.687421;-0.1516241;0.7187019
1209793066;41.18522;-8.690719;-0.1516817;0.7188177
1209793124;41.18579;-8.691397;-0.1516935;0.7188277
1209793201;41.18542;-8.690951;-0.1516857;0.7188211
301109615;41.18335;-8.685724;-0.1515945;0.718785
301109614;41.18254;-8.687562;-0.1516266;0.718771
1267312208;41.18072;-8.694175;-0.151742;0.7187392
1267312301;41.1801;-8.693724;-0.1517341;0.7187283
1267312699;41.18076;-8.694145;-0.1517415;0.7187399
1267312989;41.18068;-8.694169;-0.1517419;0.7187384
1272003491;41.18501;-8.690452;-0.151677;0.718814
1272003477;41.18211;-8.690825;-0.1516835;0.7187634
1272003484;41.18335;-8.687772;-0.1516302;0.718785
1272003543;41.1842;-8.689507;-0.1516605;0.7187998
1272003570;41.18241;-8.691255;-0.151691;0.7187686
1272003591;41.18391;-8.689163;-0.1516545;0.7187948
1272003556;41.18174;-8.690527;-0.1516783;0.718757
1272003610;41.18185;-8.688937;-0.1516506;0.7187589
1272003638;41.1832;-8.688334;-0.15164;0.7187824
1272003666;41.18393;-8.692831;-0.1517185;0.7187951
1272003646;41.18289;-8.688904;-0.15165;0.7187771
1272003658;41.18206;-8.690957;-0.1516858;0.7187625
1272003678;41.18187;-8.688688;-0.1516462;0.7187592
1272003694;41.18384;-8.692746;-0.151717;0.7187936
1272003708;41.18509;-8.690541;-0.1516786;0.7188153
1272003734;41.18332;-8.692204;-0.1517076;0.7187846
1272003688;41.18166;-8.690748;-0.1516822;0.7187555
1272003698;41.18312;-8.688347;-0.1516403;0.7187811
1272003718;41.18198;-8.688817;-0.1516485;0.7187611
1272003739;41.18318;-8.688201;-0.1516377;0.7187821
1272003753;41.18203;-8.690845;-0.1516839;0.718762
1238512254;41.18591;-8.696173;-0.1517769;0.7188298
1486578432;41.17949;-8.68931;-0.1516571;0.7187178
1725589402;41.17369;-8.688548;-0.1516438;0.7186165
1725589433;41.1748;-8.689779;-0.1516653;0.7186358
1725589760;41.17822;-8.690189;-0.1516724;0.7186956
1725590047;41.17976;-8.690391;-0.1516759;0.7187225
1725590053;41.17986;-8.693334;-0.1517273;0.7187242
1725590717;41.18331;-8.693792;-0.1517353;0.7187844
1725590931;41.18653;-8.692265;-0.1517086;0.7188407
111508338;41.17385;-8.688698;-0.1516464;0.7186193
111508660;41.17472;-8.688902;-0.15165;0.7186344
111508662;41.17405;-8.688825;-0.1516486;0.7186228
111622360;41.17648;-8.691203;-0.1516901;0.7186651
111627979;41.17661;-8.689131;-0.1516539;0.7186674
114302594;41.18056;-8.683757;-0.1515601;0.7187363
114302599;41.18042;-8.685675;-0.1515936;0.7187339
114302601;41.18035;-8.686673;-0.151611;0.7187327
114302606;41.18022;-8.68861;-0.1516449;0.7187304
114302614;41.18011;-8.690266;-0.1516737;0.7187285
114302619;41.17995;-8.690248;-0.1516735;0.7187257
114302629;41.18022;-8.686652;-0.1516107;0.7187304
114302631;41.1803;-8.685658;-0.1515933;0.7187318
114302635;41.18035;-8.684716;-0.1515769;0.7187327
114302641;41.18051;-8.682613;-0.1515402;0.7187355
122509782;41.18242;-8.690063;-0.1516702;0.7187687
1236467433;41.17394;-8.688789;-0.151648;0.7186208
1238527914;41.17973;-8.693318;-0.151727;0.7187218
301109396;41.18005;-8.69083;-0.1516836;0.7187274
301109421;41.17991;-8.690822;-0.1516834;0.7187251
301109794;41.18659;-8.692296;-0.1517092;0.7188416
301110935;41.18008;-8.6886;-0.1516447;0.7187279
301110937;41.17669;-8.688153;-0.1516369;0.7186689
301111022;41.17474;-8.689824;-0.151666;0.7186348
301111023;41.17656;-8.689998;-0.1516691;0.7186665
301111024;41.17839;-8.690212;-0.1516728;0.7186985
1739857678;41.17484;-8.686953;-0.1516159;0.7186365
1725590487;41.18179;-8.689794;-0.1516655;0.7187579
1243160666;41.18217;-8.684349;-0.1515705;0.7187645
301109386;41.18218;-8.684232;-0.1515684;0.7187647
301109387;41.18199;-8.686872;-0.1516145;0.7187613
301109389;41.18174;-8.690625;-0.15168;0.7187569
301111055;41.18118;-8.691628;-0.1516975;0.7187473
1742795046;41.17553;-8.685061;-0.1515829;0.7186486
1742795052;41.17624;-8.685149;-0.1515844;0.718661
301110449;41.17449;-8.684946;-0.1515809;0.7186304
301110450;41.1769;-8.685233;-0.1515859;0.7186725
301110775;41.17886;-8.683539;-0.1515564;0.7187066
1801521340;41.18666;-8.694896;-0.1517546;0.7188429
1272003624;41.18213;-8.690956;-0.1516858;0.7187636
301109774;41.18504;-8.690484;-0.1516776;0.7188146
301111102;41.18208;-8.690908;-0.151685;0.7187628
301111105;41.18563;-8.69439;-0.1517457;0.7188249
1837851111;41.17683;-8.686223;-0.1516032;0.7186713
1837851133;41.17899;-8.681633;-0.1515231;0.7187089
1837851142;41.17932;-8.689474;-0.1516599;0.7187147
1837851147;41.17943;-8.689301;-0.1516569;0.7187167
1837851152;41.17958;-8.689322;-0.1516573;0.7187194
1837851156;41.17963;-8.689504;-0.1516604;0.7187201
1837851186;41.18114;-8.691694;-0.1516987;0.7187465
1837851211;41.18199;-8.686995;-0.1516167;0.7187613
1837851212;41.182;-8.68678;-0.1516129;0.7187615
1837851214;41.18202;-8.686468;-0.1516075;0.7187619
1837851217;41.18208;-8.687036;-0.1516174;0.7187628
1837851218;41.18208;-8.68651;-0.1516082;0.7187629
1837851220;41.18213;-8.686557;-0.151609;0.7187636
1837851221;41.18214;-8.686489;-0.1516078;0.718764
1837851241;41.18285;-8.685183;-0.151585;0.7187764
1837851246;41.18301;-8.685019;-0.1515822;0.718779
1837851278;41.18389;-8.68645;-0.1516072;0.7187945
1837851316;41.18503;-8.695464;-0.1517645;0.7188144
114302596;41.18049;-8.684695;-0.1515765;0.7187351
114302637;41.18042;-8.683738;-0.1515598;0.718734
301109573;41.18287;-8.688952;-0.1516508;0.7187766
301110621;41.17865;-8.686449;-0.1516071;0.718703
301110819;41.18193;-8.687831;-0.1516313;0.7187603
301111182;41.18315;-8.688274;-0.151639;0.7187816
2096252029;41.18015;-8.689652;-0.1516631;0.7187291
1725590049;41.17978;-8.693624;-0.1517324;0.7187226
2198238281;41.17992;-8.69049;-0.1516777;0.7187252
2198238296;41.17983;-8.690413;-0.1516763;0.7187237
301110452;41.17871;-8.685465;-0.15159;0.7187042
3444372899;41.18189;-8.693794;-0.1517353;0.7187596
3444372901;41.18275;-8.694617;-0.1517497;0.7187746
3444372902;41.18285;-8.694587;-0.1517492;0.7187763
3444372903;41.18285;-8.694722;-0.1517515;0.7187764
3444372937;41.18077;-8.694116;-0.1517409;0.71874
3444372938;41.18061;-8.69413;-0.1517412;0.7187373
3444372939;41.18014;-8.693753;-0.1517346;0.718729
301109773;41.1828;-8.69467;-0.1517506;0.7187755
1238527907;41.18003;-8.693701;-0.1517337;0.7187272
1965299352;41.17955;-8.693635;-0.1517325;0.7187187
3149005258;41.18382;-8.689068;-0.1516528;0.7187933
3149005261;41.18377;-8.689001;-0.1516517;0.7187923
114302625;41.18015;-8.687607;-0.1516273;0.7187293
114302604;41.18029;-8.687623;-0.1516276;0.7187316
1874360082;41.18016;-8.689428;-0.1516591;0.7187293
1725590074;41.18015;-8.689519;-0.1516607;0.7187293
1725590079;41.1802;-8.687613;-0.1516274;0.71873
1725590089;41.18027;-8.686661;-0.1516108;0.7187313
3528435846;41.17676;-8.687178;-0.1516199;0.7186701
3528435847;41.17859;-8.687408;-0.1516239;0.7187019
3744365815;41.17874;-8.692494;-0.1517126;0.7187046
3744365816;41.17939;-8.693157;-0.1517242;0.7187158
3744365817;41.179;-8.692797;-0.1517179;0.7187092
3744365821;41.17776;-8.690998;-0.1516865;0.7186875
3744366125;41.17738;-8.690398;-0.1516761;0.7186809
3744366126;41.17551;-8.687365;-0.1516231;0.7186481
3744366127;41.17587;-8.687959;-0.1516335;0.7186545
3744366128;41.1784;-8.692018;-0.1517043;0.7186986
3744366132;41.17817;-8.691619;-0.1516974;0.7186946
3744365823;41.17509;-8.686654;-0.1516107;0.7186409
3933959900;41.18012;-8.690454;-0.151677;0.7187287
3933959901;41.18196;-8.690784;-0.1516828;0.7187609
3933959902;41.18191;-8.690735;-0.1516819;0.7187599
3933959903;41.18183;-8.690677;-0.1516809;0.7187585
3933997769;41.18335;-8.693734;-0.1517343;0.718785
4068479578;41.18015;-8.68947;-0.1516599;0.7187293
4068479580;41.18023;-8.687615;-0.1516275;0.7187305
4068479583;41.18029;-8.686666;-0.1516109;0.7187317
4068484609;41.1818;-8.689753;-0.1516648;0.7187579
4068484610;41.1818;-8.689718;-0.1516642;0.7187579
4068484616;41.18243;-8.69003;-0.1516696;0.7187691
4068484617;41.18245;-8.69;-0.1516691;0.7187693
